ids,ids,text
9.29E+17,9.29E+17,"whistler/naples rt @sandratxas: texas do not take our great state for gran cruz !! we have a horrible voting record, we can do better! we must take action and"
45505601,45505601,"huntington beach, ca rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
62373715,62373715,los angeles help this guy!  let's get  cruz   cruz  out! https://t.co/r96tb7uf90
7.68E+17,7.68E+17,"california, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
9.85E+17,9.85E+17,"united states rt @doggintrump:  cruz   cruz  has dropped out of the debate w/ beto    beto  . so instead
 beto  has decided to appear alone for the 1hr town hall"
15398666,15398666,"prospect, ohio rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
1.03E+18,1.03E+18, rt @heyt_kay:  cruz   cruz  vo cruz  a rapist into supreme court....yall please get  beto  in.
213103084,213103084,"dacula, ga rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
8.23E+17,8.23E+17," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2759900348,2759900348,"kent england rt @amhotflash:  beto  in dallas last night. i hope you guys are noticing the size of the crowds and enthusiasm of the people. btw ..

where"
7.43E+17,7.43E+17,"los angeles, california rt @  cruz  : friday: you're invi cruz  to join senator dan sullivan and me for a rally in houston!

tickets are free, but you must rsvp: https"
2957928895,2957928895," smalltown  , tx rt @realdonaldtrump: why would the people of texas support  cruz   cruz  when he has accomplished absolutely nothing for them. he is another all"
32025001,32025001," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
8.23E+17,8.23E+17,"california, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
69787149,69787149,"highland square -akron,oh  rt @politvidchannel: senator  cruz   cruz  has refused to debate  beto   beto  in a town hall on october 18.

looks like  cruz   cruz  doesn't want t"
9.49E+17,9.49E+17,"texas, usa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
114169335,114169335,"shoreline, wa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
37466683,37466683," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
1310586458,1310586458,"palm coast rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
841044500,841044500,"minneapolis, mn rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
568345630,568345630,"yorba linda, ca. rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
9.19E+17,9.19E+17,"tampa rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
211346164,211346164,"chehalis, wa rt @natashabertrand: rick gates reques cruz  proposals in 2016 from the israeli company psy group to create fake online identities, use social"
1.01E+18,1.01E+18," rt @dtxergaomnes:  cruz   cruz  isnt tough as texas according to this ad from richard linklater, the texas director of boyhood. https://t.co/"
55976957,55976957,"los angeles, ca rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.08E+17,7.08E+17,"davos, schweiz rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
9.79E+17,9.79E+17," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
46990315,46990315," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
2984645239,2984645239," smalltown  , tx rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
433650809,433650809," rt @krassenstein: in a new reuters / university of virginia poll this last week, democrat  beto   beto  leads  cruz   cruz  by 3 point in their"
8.75E+17,8.75E+17,"texas, usa rt @msnbc: "" cruz   cruz  has insis cruz  that we repeal every single word of the affordable care act, including protections for pre-existing condi"
213283106,213283106,"chicago, il rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
540222487,540222487,"unknown rt @mrfilmkritik: friendly reminder that  beto   beto  wan cruz  to debate  cruz   cruz  in spanish.  cruz  declined. why?

 beto  is fluent in spanish"
18206185,18206185," rt @thenationsrage: ""you dont see a lot of  cruz s yard signs because texans dislike unhinged democrats trashing our yards but dont worry"
9.55E+17,9.55E+17,"nevada, usa rt @raven_zoe: texas, tomorrow is the last day to register to vote! please dont let  cruz   cruz  win. please. https://t.co/ciefpdatn2"
7.58E+17,7.58E+17," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
2464470806,2464470806,south texas.  rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
7.49E+17,7.49E+17,"south wakanda rt @mediaite: don lemon: people harassing  cruz   cruz  at restaurant wasn't 'mob behavior,' it's 'people who are upset' https://t.co/h3uczczsw7"
301690835,301690835," rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
3262281706,3262281706,"washington, dc rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
81152790,81152790,"riverside, ca rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
2986808842,2986808842," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
172653582,172653582," bigcity  , tx @_oohbitto ugh if  cruz   cruz  wins im coming for you, mark my words"
503963974,503963974,"on a hill, tennessee rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
100572653,100572653,worldwide rt @sourcedreports: cnn anchor says  cruz   cruz  wasn't chased out of restaurant by 'mob' after  cruz   cruz  was chased out of restaurant by libera
32551058,32551058,"boulder rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
4213910128,4213910128, rt @thew0rkh0rse: i choose @  cruz   for #txsen because he supports law enforcement and has the support of a majority of texas county sherif
401834881,401834881," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.32E+17,7.32E+17,"#wherearethechildren #rememberpuertorico #neveragain #endcitizensunited rt @amhotflash:  beto  in dallas last night. i hope you guys are noticing the size of the crowds and enthusiasm of the people. btw ..

where"
7.68E+17,7.68E+17,"california, usa rt @david_leavitt:  cruz   cruz  looks constipa cruz  https://t.co/fcgwnavwyx"
2176489164,2176489164,"she/her rt @wfaa:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/s2vuqn2zig https://t.co/34arg4"
8.09E+17,8.09E+17," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
45258916,45258916,"new york, ny rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
2680416200,2680416200,"albuquerque, nm rt @derekcressman: beginning to get the impression that  cruz   cruz  is all hat and no cattle .... https://t.co/zwv0oztuig"
8.42E+17,8.42E+17,"new jersey, usa rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
9.42E+17,9.42E+17,"texas, usa @tvietor08 @redannebolynn @  cruz   @ beto   beto    cruz   cruz , erstwhile debating champion, has sold the remnant of his https://t.co/g8tnxmxohb"
81128602,81128602,"laguna beach rt @tomandsteffani: chuck grassley up in 2022
lindsey graham up in 2020
john cornyn up in 2020
mike lee up in 2020
susan collins up in 2020"
954252344,954252344,"united kingdom rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
4924437246,4924437246,"california, usa rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j"
2379621469,2379621469," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
862015052,862015052,"  cruz   cruz  is not even a tool' just a tooth pick ! ! !
#dontevenlovehiswifekidsanddad https://t.co/qh515sfj7w"
7.35E+17,7.35E+17,chicago usa rt @palmerreport:  cruz   cruz  hits the panic button: https://t.co/4gbwosslue
7.86E+17,7.86E+17,"california, usa who wants another whinny ass wuss in congress??? not me! https://t.co/gdqcjhamqd"
235697252,235697252,"albuquerque, nm rt @natashabertrand: rick gates reques cruz  proposals in 2016 from the israeli company psy group to create fake online identities, use social"
3182559979,3182559979,"la rt @kris_sacrebleu:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/7ype2tksjw"
4861743075,4861743075,"phoenix, az rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
325933945,325933945," smalltown  , tx rt @manteyds: texas is not a red state. texas is a non-voting state.

more texans sat at home than vo cruz  for donald trump. 

we can't make"
8.24E+17,8.24E+17," rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
8.19E+17,8.19E+17," rt @krassenstein:  cruz   cruz  is such a coward that he declined to debate  beto    beto  , meaning that   beto   gets an entire hour on national"
7.98E+17,7.98E+17," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
23292410,23292410," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
607093,607093,"saratoga, ca, usa is  cruz   cruz  ""tough as texas""? https://t.co/w2djkhzbud via @youtube"
2886292956,2886292956,"on earth rt @1ironman2018: this will be so much better to watch now!

# beto fortexas #texas
 cruz   cruz  won't be there, so challenger  beto    beto   gets"
179854533,179854533," rt @politvidchannel: senator  cruz   cruz  has refused to debate  beto   beto  in a town hall on october 18.

looks like  cruz   cruz  doesn't want t"
100678690,100678690,"mississippi, usa rt @annehelen: @jenhatmaker when i was in abilene the ""buckle of the texas bible belt"" i met a lot of women who consider themselves ""co"
88787882,88787882,"california, usa rt @edkrassen: wow! senator  cruz   cruz  is refusing to debate his opponent  beto   beto  in a town hall on october 18.

in other words,  cruz  cr"
8.09E+17,8.09E+17," rt @adamcbest:  cruz   cruz  canceled the second debate and is now chickening out of a town hall with  beto    beto  . his problem cant be cnn, h"
